"YEAR","MH1","RACE","MARSTAT","Subgroup_Population"
2021,"Anxiety Disorder",2,1,2598
2021,"Anxiety Disorder",2,2,571
2021,"Anxiety Disorder",2,3,69
2021,"Anxiety Disorder",2,4,234
2021,"Anxiety Disorder",3,1,34968
2021,"Anxiety Disorder",3,2,3071
2021,"Anxiety Disorder",3,3,1414
2021,"Anxiety Disorder",3,4,2765
2021,"Anxiety Disorder",4,1,647
2021,"Anxiety Disorder",4,2,91
2021,"Anxiety Disorder",4,3,26
2021,"Anxiety Disorder",4,4,68
2021,"Anxiety Disorder",5,1,185098
2021,"Anxiety Disorder",5,2,34485
2021,"Anxiety Disorder",5,3,9503
2021,"Anxiety Disorder",5,4,29673
2021,"Anxiety Disorder",6,1,24712
2021,"Anxiety Disorder",6,2,3386
2021,"Anxiety Disorder",6,3,1016
2021,"Anxiety Disorder",6,4,2383
2021,"ADHD",1,1,3252
2021,"ADHD",1,2,54
2021,"ADHD",1,3,9
2021,"ADHD",1,4,32
2021,"ADHD",2,1,1666
2021,"ADHD",2,2,27
2021,"ADHD",2,3,7
2021,"ADHD",2,4,12
2021,"ADHD",3,1,68390
2021,"ADHD",3,2,193
2021,"ADHD",3,3,106
2021,"ADHD",3,4,127
2021,"ADHD",4,1,373
2021,"ADHD",4,2,8
2021,"ADHD",4,4,3
2021,"ADHD",5,1,148332
2021,"ADHD",5,2,3331
2021,"ADHD",5,3,893
2021,"ADHD",5,4,2319
2021,"ADHD",6,1,24116
2021,"ADHD",6,2,236
2021,"ADHD",6,3,65
2021,"ADHD",6,4,167
2021,"Conduct Disorder",1,1,555
2021,"Conduct Disorder",1,2,6
2021,"Conduct Disorder",1,4,5
2021,"Conduct Disorder",2,1,277
2021,"Conduct Disorder",2,2,5
2021,"Conduct Disorder",2,4,1
2021,"Conduct Disorder",3,1,12563
2021,"Conduct Disorder",3,2,48
2021,"Conduct Disorder",3,3,19
2021,"Conduct Disorder",3,4,31
2021,"Conduct Disorder",4,1,65
2021,"Conduct Disorder",4,2,2
2021,"Conduct Disorder",5,1,23034
2021,"Conduct Disorder",5,2,244
2021,"Conduct Disorder",5,3,60
2021,"Conduct Disorder",5,4,140
2021,"Conduct Disorder",6,1,4066
2021,"Conduct Disorder",6,2,23
2021,"Conduct Disorder",6,3,8
2021,"Conduct Disorder",6,4,14
2021,"Delirium/Dementia",1,1,207
2021,"Delirium/Dementia",1,2,76
2021,"Delirium/Dementia",1,3,2
2021,"Delirium/Dementia",1,4,64
2021,"Delirium/Dementia",2,1,46
2021,"Delirium/Dementia",2,2,62
2021,"Delirium/Dementia",2,3,8
2021,"Delirium/Dementia",2,4,37
2021,"Delirium/Dementia",3,1,858
2021,"Delirium/Dementia",3,2,206
2021,"Delirium/Dementia",3,3,70
2021,"Delirium/Dementia",3,4,409
2021,"Delirium/Dementia",4,1,11
2021,"Delirium/Dementia",4,2,1
2021,"Delirium/Dementia",4,4,3
2021,"Delirium/Dementia",5,1,2683
2021,"Delirium/Dementia",5,2,1360
2021,"Delirium/Dementia",5,3,165
2021,"Delirium/Dementia",5,4,2097
2021,"Delirium/Dementia",6,1,294
2021,"Delirium/Dementia",6,2,134
2021,"Delirium/Dementia",6,3,13
2021,"Delirium/Dementia",6,4,194
2021,"Bipolar Disorder",1,1,2104
2021,"Bipolar Disorder",1,2,599
2021,"Bipolar Disorder",1,3,250
2021,"Bipolar Disorder",1,4,713
2021,"Bipolar Disorder",2,1,1622
2021,"Bipolar Disorder",2,2,486
2021,"Bipolar Disorder",2,3,118
2021,"Bipolar Disorder",2,4,345
2021,"Bipolar Disorder",3,1,51804
2021,"Bipolar Disorder",3,2,6048
2021,"Bipolar Disorder",3,3,3958
2021,"Bipolar Disorder",3,4,7647
2021,"Bipolar Disorder",4,1,341
2021,"Bipolar Disorder",4,2,79
2021,"Bipolar Disorder",4,3,42
2021,"Bipolar Disorder",4,4,100
2021,"Bipolar Disorder",5,1,137769
2021,"Bipolar Disorder",5,2,42222
2021,"Bipolar Disorder",5,3,18828
2021,"Bipolar Disorder",5,4,60975
2021,"Bipolar Disorder",6,1,14835
2021,"Bipolar Disorder",6,2,3035
2021,"Bipolar Disorder",6,3,1471
2021,"Bipolar Disorder",6,4,3812
2021,"Depressive Disorder",1,1,9332
2021,"Depressive Disorder",1,2,1518
2021,"Depressive Disorder",1,3,549
2021,"Depressive Disorder",1,4,1554
2021,"Depressive Disorder",2,1,5148
2021,"Depressive Disorder",2,2,1865
2021,"Depressive Disorder",2,3,337
2021,"Depressive Disorder",2,4,1054
2021,"Depressive Disorder",3,1,122702
2021,"Depressive Disorder",3,2,13281
2021,"Depressive Disorder",3,3,8864
2021,"Depressive Disorder",3,4,17634
2021,"Depressive Disorder",4,1,1209
2021,"Depressive Disorder",4,2,305
2021,"Depressive Disorder",4,3,77
2021,"Depressive Disorder",4,4,244
2021,"Depressive Disorder",5,1,319389
2021,"Depressive Disorder",5,2,85331
2021,"Depressive Disorder",5,3,31205
2021,"Depressive Disorder",5,4,102137
2021,"Depressive Disorder",6,1,47192
2021,"Depressive Disorder",6,2,8529
2021,"Depressive Disorder",6,3,3477
2021,"Depressive Disorder",6,4,7834
2021,"Oppositional Defiant Disorder",1,1,557
2021,"Oppositional Defiant Disorder",1,2,5
2021,"Oppositional Defiant Disorder",1,4,1
2021,"Oppositional Defiant Disorder",2,1,242
2021,"Oppositional Defiant Disorder",2,2,2
2021,"Oppositional Defiant Disorder",2,3,1
2021,"Oppositional Defiant Disorder",2,4,1
2021,"Oppositional Defiant Disorder",3,1,16474
2021,"Oppositional Defiant Disorder",3,2,23
2021,"Oppositional Defiant Disorder",3,3,14
2021,"Oppositional Defiant Disorder",3,4,12
2021,"Oppositional Defiant Disorder",4,1,62
2021,"Oppositional Defiant Disorder",5,1,29474
2021,"Oppositional Defiant Disorder",5,2,56
2021,"Oppositional Defiant Disorder",5,3,26
2021,"Oppositional Defiant Disorder",5,4,42
2021,"Oppositional Defiant Disorder",6,1,6018
2021,"Oppositional Defiant Disorder",6,2,3
2021,"Oppositional Defiant Disorder",6,4,1
2021,"Pervasive Developmental Disorders",1,1,744
2021,"Pervasive Developmental Disorders",1,2,1
2021,"Pervasive Developmental Disorders",2,1,715
2021,"Pervasive Developmental Disorders",3,1,7140
2021,"Pervasive Developmental Disorders",3,2,2
2021,"Pervasive Developmental Disorders",3,3,4
2021,"Pervasive Developmental Disorders",3,4,14
2021,"Pervasive Developmental Disorders",4,1,98
2021,"Pervasive Developmental Disorders",5,1,31127
2021,"Pervasive Developmental Disorders",5,2,125
2021,"Pervasive Developmental Disorders",5,3,19
2021,"Pervasive Developmental Disorders",5,4,108
2021,"Pervasive Developmental Disorders",6,1,5475
2021,"Pervasive Developmental Disorders",6,2,10
2021,"Pervasive Developmental Disorders",6,3,3
2021,"Pervasive Developmental Disorders",6,4,15
2021,"Personality Disorders",1,1,188
2021,"Personality Disorders",1,2,43
2021,"Personality Disorders",1,3,16
2021,"Personality Disorders",1,4,44
2021,"Personality Disorders",2,1,93
2021,"Personality Disorders",2,2,18
2021,"Personality Disorders",2,3,5
2021,"Personality Disorders",2,4,18
2021,"Personality Disorders",3,1,3036
2021,"Personality Disorders",3,2,435
2021,"Personality Disorders",3,3,161
2021,"Personality Disorders",3,4,349
2021,"Personality Disorders",4,1,24
2021,"Personality Disorders",4,2,4
2021,"Personality Disorders",4,3,1
2021,"Personality Disorders",4,4,6
2021,"Personality Disorders",5,1,10435
2021,"Personality Disorders",5,2,2630
2021,"Personality Disorders",5,3,1017
2021,"Personality Disorders",5,4,3336
2021,"Personality Disorders",6,1,1120
2021,"Personality Disorders",6,2,205
2021,"Personality Disorders",6,3,85
2021,"Personality Disorders",6,4,205
2021,"Schizophrenia or other Psychotic Disorders",1,1,3751
2021,"Schizophrenia or other Psychotic Disorders",1,2,373
2021,"Schizophrenia or other Psychotic Disorders",1,3,202
2021,"Schizophrenia or other Psychotic Disorders",1,4,700
2021,"Schizophrenia or other Psychotic Disorders",2,1,5076
2021,"Schizophrenia or other Psychotic Disorders",2,2,828
2021,"Schizophrenia or other Psychotic Disorders",2,3,218
2021,"Schizophrenia or other Psychotic Disorders",2,4,824
2021,"Schizophrenia or other Psychotic Disorders",3,1,117612
2021,"Schizophrenia or other Psychotic Disorders",3,2,8909
2021,"Schizophrenia or other Psychotic Disorders",3,3,6565
2021,"Schizophrenia or other Psychotic Disorders",3,4,14672
2021,"Schizophrenia or other Psychotic Disorders",4,1,824
2021,"Schizophrenia or other Psychotic Disorders",4,2,110
2021,"Schizophrenia or other Psychotic Disorders",4,3,33
2021,"Schizophrenia or other Psychotic Disorders",4,4,133
2021,"Schizophrenia or other Psychotic Disorders",5,1,138574
2021,"Schizophrenia or other Psychotic Disorders",5,2,17544
2021,"Schizophrenia or other Psychotic Disorders",5,3,8711
2021,"Schizophrenia or other Psychotic Disorders",5,4,37141
2021,"Schizophrenia or other Psychotic Disorders",6,1,20637
2021,"Schizophrenia or other Psychotic Disorders",6,2,2297
2021,"Schizophrenia or other Psychotic Disorders",6,3,1119
2021,"Schizophrenia or other Psychotic Disorders",6,4,3456
2021,"Alcohol/Substance Use Disorders",1,1,3388
2021,"Alcohol/Substance Use Disorders",1,2,347
2021,"Alcohol/Substance Use Disorders",1,3,80
2021,"Alcohol/Substance Use Disorders",1,4,174
2021,"Alcohol/Substance Use Disorders",2,1,356
2021,"Alcohol/Substance Use Disorders",2,2,78
2021,"Alcohol/Substance Use Disorders",2,3,15
2021,"Alcohol/Substance Use Disorders",2,4,45
2021,"Alcohol/Substance Use Disorders",3,1,12150
2021,"Alcohol/Substance Use Disorders",3,2,2270
2021,"Alcohol/Substance Use Disorders",3,3,871
2021,"Alcohol/Substance Use Disorders",3,4,1419
2021,"Alcohol/Substance Use Disorders",4,1,145
2021,"Alcohol/Substance Use Disorders",4,2,36
2021,"Alcohol/Substance Use Disorders",4,3,6
2021,"Alcohol/Substance Use Disorders",4,4,15
2021,"Alcohol/Substance Use Disorders",5,1,40104
2021,"Alcohol/Substance Use Disorders",5,2,10172
2021,"Alcohol/Substance Use Disorders",5,3,3797
2021,"Alcohol/Substance Use Disorders",5,4,10013
2021,"Alcohol/Substance Use Disorders",6,1,3740
2021,"Alcohol/Substance Use Disorders",6,2,893
2021,"Alcohol/Substance Use Disorders",6,3,333
2021,"Alcohol/Substance Use Disorders",6,4,777
2021,"Other Disorder/Condition",1,1,6557
2021,"Other Disorder/Condition",1,2,289
2021,"Other Disorder/Condition",1,3,90
2021,"Other Disorder/Condition",1,4,243
2021,"Other Disorder/Condition",2,1,2689
2021,"Other Disorder/Condition",2,2,575
2021,"Other Disorder/Condition",2,3,41
2021,"Other Disorder/Condition",2,4,197
2021,"Other Disorder/Condition",3,1,47486
2021,"Other Disorder/Condition",3,2,2435
2021,"Other Disorder/Condition",3,3,1233
2021,"Other Disorder/Condition",3,4,2313
2021,"Other Disorder/Condition",4,1,401
2021,"Other Disorder/Condition",4,2,44
2021,"Other Disorder/Condition",4,3,10
2021,"Other Disorder/Condition",4,4,26
2021,"Other Disorder/Condition",5,1,146241
2021,"Other Disorder/Condition",5,2,14361
2021,"Other Disorder/Condition",5,3,4180
2021,"Other Disorder/Condition",5,4,14103
2021,"Other Disorder/Condition",6,1,19704
2021,"Other Disorder/Condition",6,2,1302
2021,"Other Disorder/Condition",6,3,466
2021,"Other Disorder/Condition",6,4,1034
