"YEAR","MH1","EDUC","RACE","Subgroup_Population"
2019,"Bipolar Disorder",3,2,220
2019,"Bipolar Disorder",3,3,13315
2019,"Bipolar Disorder",3,4,62
2019,"Bipolar Disorder",3,5,36766
2019,"Bipolar Disorder",3,6,3975
2019,"Bipolar Disorder",4,1,1631
2019,"Bipolar Disorder",4,2,736
2019,"Bipolar Disorder",4,3,28172
2019,"Bipolar Disorder",4,4,220
2019,"Bipolar Disorder",4,5,110238
2019,"Bipolar Disorder",4,6,8489
2019,"Bipolar Disorder",5,1,924
2019,"Bipolar Disorder",5,2,931
2019,"Bipolar Disorder",5,3,13153
2019,"Bipolar Disorder",5,4,139
2019,"Bipolar Disorder",5,5,66504
2019,"Bipolar Disorder",5,6,5550
2019,"Depressive Disorder",1,1,32
2019,"Depressive Disorder",1,2,18
2019,"Depressive Disorder",1,3,1308
2019,"Depressive Disorder",1,4,3
2019,"Depressive Disorder",1,5,2464
2019,"Depressive Disorder",1,6,211
2019,"Depressive Disorder",2,1,2194
2019,"Depressive Disorder",2,2,2544
2019,"Depressive Disorder",2,3,18331
2019,"Depressive Disorder",2,4,300
2019,"Depressive Disorder",2,5,69894
2019,"Depressive Disorder",2,6,13170
2019,"Depressive Disorder",3,1,2773
2019,"Depressive Disorder",3,2,1204
2019,"Depressive Disorder",3,3,33438
2019,"Depressive Disorder",3,4,277
2019,"Depressive Disorder",3,5,90890
2019,"Depressive Disorder",3,6,12565
2019,"Depressive Disorder",4,1,4344
2019,"Depressive Disorder",4,2,2139
2019,"Depressive Disorder",4,3,62759
2019,"Depressive Disorder",4,4,553
2019,"Depressive Disorder",4,5,204584
2019,"Depressive Disorder",4,6,17966
2019,"Depressive Disorder",5,1,2066
2019,"Depressive Disorder",5,2,1849
2019,"Depressive Disorder",5,3,25548
2019,"Depressive Disorder",5,4,331
2019,"Depressive Disorder",5,5,114399
2019,"Depressive Disorder",5,6,10099
2019,"Oppositional Defiant Disorder",1,3,117
2019,"Oppositional Defiant Disorder",1,5,160
2019,"Oppositional Defiant Disorder",1,6,33
2019,"Oppositional Defiant Disorder",2,1,496
2019,"Oppositional Defiant Disorder",2,2,95
2019,"Oppositional Defiant Disorder",2,3,10814
2019,"Oppositional Defiant Disorder",2,4,40
2019,"Oppositional Defiant Disorder",2,5,19543
2019,"Oppositional Defiant Disorder",2,6,3855
2019,"Oppositional Defiant Disorder",3,1,132
2019,"Oppositional Defiant Disorder",3,2,59
2019,"Oppositional Defiant Disorder",3,3,3167
2019,"Oppositional Defiant Disorder",3,4,14
2019,"Oppositional Defiant Disorder",3,5,4670
2019,"Oppositional Defiant Disorder",3,6,963
2019,"Oppositional Defiant Disorder",4,1,21
2019,"Oppositional Defiant Disorder",4,2,6
2019,"Oppositional Defiant Disorder",4,3,457
2019,"Oppositional Defiant Disorder",4,4,2
2019,"Oppositional Defiant Disorder",4,5,707
2019,"Oppositional Defiant Disorder",4,6,106
2019,"Oppositional Defiant Disorder",5,1,3
2019,"Oppositional Defiant Disorder",5,2,2
2019,"Oppositional Defiant Disorder",5,3,35
2019,"Oppositional Defiant Disorder",5,5,64
2019,"Oppositional Defiant Disorder",5,6,11
2019,"Pervasive Developmental Disorders",1,1,6
2019,"Pervasive Developmental Disorders",1,2,54
2019,"Pervasive Developmental Disorders",1,3,752
2019,"Pervasive Developmental Disorders",1,4,3
2019,"Pervasive Developmental Disorders",1,5,2427
2019,"Pervasive Developmental Disorders",1,6,534
2019,"Pervasive Developmental Disorders",2,1,107
2019,"Pervasive Developmental Disorders",2,2,110
2019,"Pervasive Developmental Disorders",2,3,1876
2019,"Pervasive Developmental Disorders",2,4,19
2019,"Pervasive Developmental Disorders",2,5,7171
2019,"Pervasive Developmental Disorders",2,6,1825
2019,"Pervasive Developmental Disorders",3,1,21
2019,"Pervasive Developmental Disorders",3,2,33
2019,"Pervasive Developmental Disorders",3,3,408
2019,"Pervasive Developmental Disorders",3,4,1
2019,"Pervasive Developmental Disorders",3,5,1996
2019,"Pervasive Developmental Disorders",3,6,356
2019,"Pervasive Developmental Disorders",4,1,16
2019,"Pervasive Developmental Disorders",4,2,54
2019,"Pervasive Developmental Disorders",4,3,641
2019,"Pervasive Developmental Disorders",4,4,12
2019,"Pervasive Developmental Disorders",4,5,3225
2019,"Pervasive Developmental Disorders",4,6,524
2019,"Pervasive Developmental Disorders",5,1,2
2019,"Pervasive Developmental Disorders",5,2,11
2019,"Pervasive Developmental Disorders",5,3,60
2019,"Pervasive Developmental Disorders",5,4,1
2019,"Pervasive Developmental Disorders",5,5,520
2019,"Pervasive Developmental Disorders",5,6,60
2019,"Personality Disorders",1,1,1
2019,"Personality Disorders",1,2,2
2019,"Personality Disorders",1,3,47
2019,"Personality Disorders",1,5,103
2019,"Personality Disorders",1,6,6
2019,"Personality Disorders",2,1,39
2019,"Personality Disorders",2,2,15
2019,"Personality Disorders",2,3,394
2019,"Personality Disorders",2,4,4
2019,"Personality Disorders",2,5,1331
2019,"Personality Disorders",2,6,210
2019,"Personality Disorders",3,1,87
2019,"Personality Disorders",3,2,20
2019,"Personality Disorders",3,3,1535
2019,"Personality Disorders",3,4,5
2019,"Personality Disorders",3,5,2818
2019,"Personality Disorders",3,6,420
2019,"Personality Disorders",4,1,229
2019,"Personality Disorders",4,2,80
2019,"Personality Disorders",4,3,2113
2019,"Personality Disorders",4,4,11
2019,"Personality Disorders",4,5,8824
2019,"Personality Disorders",4,6,742
2019,"Personality Disorders",5,1,75
2019,"Personality Disorders",5,2,68
2019,"Personality Disorders",5,3,822
2019,"Personality Disorders",5,4,10
2019,"Personality Disorders",5,5,4891
2019,"Personality Disorders",5,6,420
2019,"Schizophrenia or other Psychotic Disorders",1,1,20
2019,"Schizophrenia or other Psychotic Disorders",1,2,36
2019,"Schizophrenia or other Psychotic Disorders",1,3,1947
2019,"Schizophrenia or other Psychotic Disorders",1,4,1
2019,"Schizophrenia or other Psychotic Disorders",1,5,1736
2019,"Schizophrenia or other Psychotic Disorders",1,6,351
2019,"Schizophrenia or other Psychotic Disorders",2,1,461
2019,"Schizophrenia or other Psychotic Disorders",2,2,751
2019,"Schizophrenia or other Psychotic Disorders",2,3,10244
2019,"Schizophrenia or other Psychotic Disorders",2,4,80
2019,"Schizophrenia or other Psychotic Disorders",2,5,15772
2019,"Schizophrenia or other Psychotic Disorders",2,6,3145
2019,"Schizophrenia or other Psychotic Disorders",3,1,1104
2019,"Schizophrenia or other Psychotic Disorders",3,2,847
2019,"Schizophrenia or other Psychotic Disorders",3,3,32460
2019,"Schizophrenia or other Psychotic Disorders",3,4,157
2019,"Schizophrenia or other Psychotic Disorders",3,5,32527
2019,"Schizophrenia or other Psychotic Disorders",3,6,5396
2019,"Schizophrenia or other Psychotic Disorders",4,1,1998
2019,"Schizophrenia or other Psychotic Disorders",4,2,2349
2019,"Schizophrenia or other Psychotic Disorders",4,3,58583
2019,"Schizophrenia or other Psychotic Disorders",4,4,429
2019,"Schizophrenia or other Psychotic Disorders",4,5,89102
2019,"Schizophrenia or other Psychotic Disorders",4,6,10985
2019,"Schizophrenia or other Psychotic Disorders",5,1,736
2019,"Schizophrenia or other Psychotic Disorders",5,2,1878
2019,"Schizophrenia or other Psychotic Disorders",5,3,19498
2019,"Schizophrenia or other Psychotic Disorders",5,4,175
2019,"Schizophrenia or other Psychotic Disorders",5,5,38820
2019,"Schizophrenia or other Psychotic Disorders",5,6,4776
2019,"Alcohol/Substance Use Disorders",1,3,30
2019,"Alcohol/Substance Use Disorders",1,5,33
2019,"Alcohol/Substance Use Disorders",1,6,4
2019,"Alcohol/Substance Use Disorders",2,1,861
2019,"Alcohol/Substance Use Disorders",2,2,68
2019,"Alcohol/Substance Use Disorders",2,3,782
2019,"Alcohol/Substance Use Disorders",2,4,9
2019,"Alcohol/Substance Use Disorders",2,5,5731
2019,"Alcohol/Substance Use Disorders",2,6,1010
2019,"Alcohol/Substance Use Disorders",3,1,491
2019,"Alcohol/Substance Use Disorders",3,2,59
2019,"Alcohol/Substance Use Disorders",3,3,3277
2019,"Alcohol/Substance Use Disorders",3,4,20
2019,"Alcohol/Substance Use Disorders",3,5,10065
2019,"Alcohol/Substance Use Disorders",3,6,782
2019,"Alcohol/Substance Use Disorders",4,1,596
2019,"Alcohol/Substance Use Disorders",4,2,106
2019,"Alcohol/Substance Use Disorders",4,3,5471
2019,"Alcohol/Substance Use Disorders",4,4,38
2019,"Alcohol/Substance Use Disorders",4,5,22778
2019,"Alcohol/Substance Use Disorders",4,6,1666
2019,"Alcohol/Substance Use Disorders",5,1,207
2019,"Alcohol/Substance Use Disorders",5,2,88
2019,"Alcohol/Substance Use Disorders",5,3,1935
2019,"Alcohol/Substance Use Disorders",5,4,17
2019,"Alcohol/Substance Use Disorders",5,5,11159
2019,"Alcohol/Substance Use Disorders",5,6,614
2019,"Other Disorder/Condition",1,1,39
2019,"Other Disorder/Condition",1,2,101
2019,"Other Disorder/Condition",1,3,2546
2019,"Other Disorder/Condition",1,4,6
2019,"Other Disorder/Condition",1,5,8757
2019,"Other Disorder/Condition",1,6,1297
2019,"Other Disorder/Condition",2,1,1304
2019,"Other Disorder/Condition",2,2,648
2019,"Other Disorder/Condition",2,3,13452
2019,"Other Disorder/Condition",2,4,116
2019,"Other Disorder/Condition",2,5,41695
2019,"Other Disorder/Condition",2,6,8697
2019,"Other Disorder/Condition",3,1,695
2019,"Other Disorder/Condition",3,2,314
2019,"Other Disorder/Condition",3,3,8934
2019,"Other Disorder/Condition",3,4,59
2019,"Other Disorder/Condition",3,5,21961
2019,"Other Disorder/Condition",3,6,3696
2019,"Other Disorder/Condition",4,1,916
2019,"Other Disorder/Condition",4,2,634
2019,"Other Disorder/Condition",4,3,12770
2019,"Other Disorder/Condition",4,4,108
2019,"Other Disorder/Condition",4,5,44229
2019,"Other Disorder/Condition",4,6,4881
2019,"Other Disorder/Condition",5,1,418
2019,"Other Disorder/Condition",5,2,341
2019,"Other Disorder/Condition",5,3,4076
2019,"Other Disorder/Condition",5,4,48
2019,"Other Disorder/Condition",5,5,18189
2019,"Other Disorder/Condition",5,6,1890
2020,"Missing",1,1,20
2020,"Missing",1,2,26
2020,"Missing",1,3,331
2020,"Missing",1,5,876
2020,"Missing",1,6,102
2020,"Missing",2,1,918
2020,"Missing",2,2,2022
2020,"Missing",2,3,14419
2020,"Missing",2,4,111
2020,"Missing",2,5,38577
2020,"Missing",2,6,9039
2020,"Missing",3,1,921
2020,"Missing",3,2,669
2020,"Missing",3,3,13774
2020,"Missing",3,4,102
2020,"Missing",3,5,30322
2020,"Missing",3,6,5058
2020,"Missing",4,1,1603
2020,"Missing",4,2,1023
2020,"Missing",4,3,23351
2020,"Missing",4,4,277
2020,"Missing",4,5,69739
2020,"Missing",4,6,5631
2020,"Missing",5,1,688
2020,"Missing",5,2,848
2020,"Missing",5,3,7795
2020,"Missing",5,4,86
2020,"Missing",5,5,31716
2020,"Missing",5,6,2444
2020,"Trauma/Stress-related Disorder",1,1,12
2020,"Trauma/Stress-related Disorder",1,2,13
2020,"Trauma/Stress-related Disorder",1,3,323
2020,"Trauma/Stress-related Disorder",1,4,3
2020,"Trauma/Stress-related Disorder",1,5,798
2020,"Trauma/Stress-related Disorder",1,6,109
2020,"Trauma/Stress-related Disorder",2,1,5581
2020,"Trauma/Stress-related Disorder",2,2,1982
2020,"Trauma/Stress-related Disorder",2,3,24620
2020,"Trauma/Stress-related Disorder",2,4,408
2020,"Trauma/Stress-related Disorder",2,5,104716
2020,"Trauma/Stress-related Disorder",2,6,22745
2020,"Trauma/Stress-related Disorder",3,1,2245
2020,"Trauma/Stress-related Disorder",3,2,686
2020,"Trauma/Stress-related Disorder",3,3,13843
2020,"Trauma/Stress-related Disorder",3,4,181
2020,"Trauma/Stress-related Disorder",3,5,43016
2020,"Trauma/Stress-related Disorder",3,6,8405
2020,"Trauma/Stress-related Disorder",4,1,3106
2020,"Trauma/Stress-related Disorder",4,2,976
2020,"Trauma/Stress-related Disorder",4,3,20609
2020,"Trauma/Stress-related Disorder",4,4,296
2020,"Trauma/Stress-related Disorder",4,5,79939
2020,"Trauma/Stress-related Disorder",4,6,10386
2020,"Trauma/Stress-related Disorder",5,1,1512
2020,"Trauma/Stress-related Disorder",5,2,825
2020,"Trauma/Stress-related Disorder",5,3,9454
2020,"Trauma/Stress-related Disorder",5,4,174
2020,"Trauma/Stress-related Disorder",5,5,49313
2020,"Trauma/Stress-related Disorder",5,6,6532
2020,"Anxiety Disorder",1,1,9
2020,"Anxiety Disorder",1,2,17
2020,"Anxiety Disorder",1,3,346
2020,"Anxiety Disorder",1,4,2
2020,"Anxiety Disorder",1,5,1209
2020,"Anxiety Disorder",1,6,127
2020,"Anxiety Disorder",2,1,2203
2020,"Anxiety Disorder",2,2,1380
2020,"Anxiety Disorder",2,3,8257
2020,"Anxiety Disorder",2,4,195
2020,"Anxiety Disorder",2,5,62752
2020,"Anxiety Disorder",2,6,10402
2020,"Anxiety Disorder",3,1,1552
2020,"Anxiety Disorder",3,2,483
2020,"Anxiety Disorder",3,3,6653
2020,"Anxiety Disorder",3,4,114
2020,"Anxiety Disorder",3,5,39342
2020,"Anxiety Disorder",3,6,5817
2020,"Anxiety Disorder",4,1,2545
2020,"Anxiety Disorder",4,2,902
2020,"Anxiety Disorder",4,3,12533
2020,"Anxiety Disorder",4,4,215
2020,"Anxiety Disorder",4,5,85282
2020,"Anxiety Disorder",4,6,8311
2020,"Anxiety Disorder",5,1,1136
2020,"Anxiety Disorder",5,2,771
2020,"Anxiety Disorder",5,3,6533
2020,"Anxiety Disorder",5,4,136
2020,"Anxiety Disorder",5,5,52075
2020,"Anxiety Disorder",5,6,5851
2020,"ADHD",1,1,4
2020,"ADHD",1,2,13
2020,"ADHD",1,3,381
2020,"ADHD",1,5,606
2020,"ADHD",1,6,125
2020,"ADHD",2,1,1918
2020,"ADHD",2,2,709
2020,"ADHD",2,3,41407
2020,"ADHD",2,4,183
2020,"ADHD",2,5,89730
2020,"ADHD",2,6,15322
2020,"ADHD",3,1,379
2020,"ADHD",3,2,165
2020,"ADHD",3,3,6577
2020,"ADHD",3,4,35
2020,"ADHD",3,5,15722
2020,"ADHD",3,6,2474
2020,"ADHD",4,1,239
2020,"ADHD",4,2,117
2020,"ADHD",4,3,2335
2020,"ADHD",4,4,27
2020,"ADHD",4,5,11574
2020,"ADHD",4,6,1281
2020,"ADHD",5,1,120
2020,"ADHD",5,2,111
2020,"ADHD",5,3,674
2020,"ADHD",5,4,14
2020,"ADHD",5,5,6577
2020,"ADHD",5,6,774
2020,"Conduct Disorder",1,1,1
2020,"Conduct Disorder",1,2,1
2020,"Conduct Disorder",1,3,156
2020,"Conduct Disorder",1,5,205
2020,"Conduct Disorder",1,6,40
2020,"Conduct Disorder",2,1,389
2020,"Conduct Disorder",2,2,168
2020,"Conduct Disorder",2,3,7029
2020,"Conduct Disorder",2,4,31
2020,"Conduct Disorder",2,5,13928
2020,"Conduct Disorder",2,6,2871
2020,"Conduct Disorder",3,1,131
2020,"Conduct Disorder",3,2,64
2020,"Conduct Disorder",3,3,2140
2020,"Conduct Disorder",3,4,13
2020,"Conduct Disorder",3,5,3445
2020,"Conduct Disorder",3,6,768
2020,"Conduct Disorder",4,1,48
2020,"Conduct Disorder",4,2,22
2020,"Conduct Disorder",4,3,724
2020,"Conduct Disorder",4,4,7
2020,"Conduct Disorder",4,5,1625
2020,"Conduct Disorder",4,6,218
2020,"Conduct Disorder",5,1,4
2020,"Conduct Disorder",5,2,8
2020,"Conduct Disorder",5,3,87
2020,"Conduct Disorder",5,4,3
2020,"Conduct Disorder",5,5,265
2020,"Conduct Disorder",5,6,27
2020,"Delirium/Dementia",1,3,32
2020,"Delirium/Dementia",1,5,86
2020,"Delirium/Dementia",1,6,15
2020,"Delirium/Dementia",2,1,47
2020,"Delirium/Dementia",2,2,34
2020,"Delirium/Dementia",2,3,169
2020,"Delirium/Dementia",2,4,5
2020,"Delirium/Dementia",2,5,756
2020,"Delirium/Dementia",2,6,108
2020,"Delirium/Dementia",3,1,29
2020,"Delirium/Dementia",3,2,9
2020,"Delirium/Dementia",3,3,225
2020,"Delirium/Dementia",3,4,3
2020,"Delirium/Dementia",3,5,731
2020,"Delirium/Dementia",3,6,79
2020,"Delirium/Dementia",4,1,44
2020,"Delirium/Dementia",4,2,28
2020,"Delirium/Dementia",4,3,473
2020,"Delirium/Dementia",4,4,5
2020,"Delirium/Dementia",4,5,2021
2020,"Delirium/Dementia",4,6,205
2020,"Delirium/Dementia",5,1,11
2020,"Delirium/Dementia",5,2,23
2020,"Delirium/Dementia",5,3,176
2020,"Delirium/Dementia",5,4,4
2020,"Delirium/Dementia",5,5,798
2020,"Delirium/Dementia",5,6,97
2020,"Bipolar Disorder",1,1,34
2020,"Bipolar Disorder",1,2,12
2020,"Bipolar Disorder",1,3,682
2020,"Bipolar Disorder",1,4,1
2020,"Bipolar Disorder",1,5,1580
2020,"Bipolar Disorder",1,6,152
2020,"Bipolar Disorder",2,1,326
2020,"Bipolar Disorder",2,2,180
2020,"Bipolar Disorder",2,3,4178
2020,"Bipolar Disorder",2,4,34
2020,"Bipolar Disorder",2,5,16196
2020,"Bipolar Disorder",2,6,2150
2020,"Bipolar Disorder",3,1,804
2020,"Bipolar Disorder",3,2,275
2020,"Bipolar Disorder",3,3,13251
2020,"Bipolar Disorder",3,4,64
2020,"Bipolar Disorder",3,5,39236
2020,"Bipolar Disorder",3,6,4218
2020,"Bipolar Disorder",4,1,1795
2020,"Bipolar Disorder",4,2,830
2020,"Bipolar Disorder",4,3,27691
2020,"Bipolar Disorder",4,4,260
2020,"Bipolar Disorder",4,5,117485
2020,"Bipolar Disorder",4,6,10077
2020,"Bipolar Disorder",5,1,1053
2020,"Bipolar Disorder",5,2,1007
2020,"Bipolar Disorder",5,3,14682
2020,"Bipolar Disorder",5,4,170
2020,"Bipolar Disorder",5,5,72172
2020,"Bipolar Disorder",5,6,6836
2020,"Depressive Disorder",1,1,31
2020,"Depressive Disorder",1,2,24
2020,"Depressive Disorder",1,3,1362
2020,"Depressive Disorder",1,4,3
2020,"Depressive Disorder",1,5,2655
2020,"Depressive Disorder",1,6,255
2020,"Depressive Disorder",2,1,2418
2020,"Depressive Disorder",2,2,3014
2020,"Depressive Disorder",2,3,15499
2020,"Depressive Disorder",2,4,299
2020,"Depressive Disorder",2,5,70419
2020,"Depressive Disorder",2,6,13772
2020,"Depressive Disorder",3,1,3092
2020,"Depressive Disorder",3,2,1389
2020,"Depressive Disorder",3,3,32759
2020,"Depressive Disorder",3,4,317
2020,"Depressive Disorder",3,5,97730
2020,"Depressive Disorder",3,6,14766
2020,"Depressive Disorder",4,1,5025
2020,"Depressive Disorder",4,2,2357
2020,"Depressive Disorder",4,3,60886
2020,"Depressive Disorder",4,4,589
2020,"Depressive Disorder",4,5,219904
2020,"Depressive Disorder",4,6,21653
2020,"Depressive Disorder",5,1,2365
2020,"Depressive Disorder",5,2,2027
2020,"Depressive Disorder",5,3,27261
2020,"Depressive Disorder",5,4,357
2020,"Depressive Disorder",5,5,126974
2020,"Depressive Disorder",5,6,13021
2020,"Oppositional Defiant Disorder",1,1,1
2020,"Oppositional Defiant Disorder",1,2,1
2020,"Oppositional Defiant Disorder",1,3,133
2020,"Oppositional Defiant Disorder",1,5,157
2020,"Oppositional Defiant Disorder",1,6,25
2020,"Oppositional Defiant Disorder",2,1,541
2020,"Oppositional Defiant Disorder",2,2,134
2020,"Oppositional Defiant Disorder",2,3,9879
2020,"Oppositional Defiant Disorder",2,4,40
2020,"Oppositional Defiant Disorder",2,5,21104
2020,"Oppositional Defiant Disorder",2,6,4294
2020,"Oppositional Defiant Disorder",3,1,156
2020,"Oppositional Defiant Disorder",3,2,71
2020,"Oppositional Defiant Disorder",3,3,2871
2020,"Oppositional Defiant Disorder",3,4,11
2020,"Oppositional Defiant Disorder",3,5,4750
2020,"Oppositional Defiant Disorder",3,6,1051
2020,"Oppositional Defiant Disorder",4,1,26
2020,"Oppositional Defiant Disorder",4,2,9
2020,"Oppositional Defiant Disorder",4,3,354
2020,"Oppositional Defiant Disorder",4,4,1
2020,"Oppositional Defiant Disorder",4,5,692
2020,"Oppositional Defiant Disorder",4,6,121
2020,"Oppositional Defiant Disorder",5,1,3
2020,"Oppositional Defiant Disorder",5,2,2
2020,"Oppositional Defiant Disorder",5,3,29
2020,"Oppositional Defiant Disorder",5,5,70
2020,"Oppositional Defiant Disorder",5,6,11
2020,"Pervasive Developmental Disorders",1,1,11
2020,"Pervasive Developmental Disorders",1,2,61
2020,"Pervasive Developmental Disorders",1,3,729
2020,"Pervasive Developmental Disorders",1,4,4
2020,"Pervasive Developmental Disorders",1,5,2476
2020,"Pervasive Developmental Disorders",1,6,535
2020,"Pervasive Developmental Disorders",2,1,169
2020,"Pervasive Developmental Disorders",2,2,134
2020,"Pervasive Developmental Disorders",2,3,2098
2020,"Pervasive Developmental Disorders",2,4,19
2020,"Pervasive Developmental Disorders",2,5,8857
2020,"Pervasive Developmental Disorders",2,6,1996
2020,"Pervasive Developmental Disorders",3,1,37
2020,"Pervasive Developmental Disorders",3,2,40
2020,"Pervasive Developmental Disorders",3,3,496
2020,"Pervasive Developmental Disorders",3,4,6
2020,"Pervasive Developmental Disorders",3,5,2313
2020,"Pervasive Developmental Disorders",3,6,403
2020,"Pervasive Developmental Disorders",4,1,33
2020,"Pervasive Developmental Disorders",4,2,57
2020,"Pervasive Developmental Disorders",4,3,750
2020,"Pervasive Developmental Disorders",4,4,7
2020,"Pervasive Developmental Disorders",4,5,3761
2020,"Pervasive Developmental Disorders",4,6,574
2020,"Pervasive Developmental Disorders",5,1,3
2020,"Pervasive Developmental Disorders",5,2,18
2020,"Pervasive Developmental Disorders",5,3,68
2020,"Pervasive Developmental Disorders",5,4,1
2020,"Pervasive Developmental Disorders",5,5,607
2020,"Pervasive Developmental Disorders",5,6,82
2020,"Personality Disorders",1,1,1
2020,"Personality Disorders",1,2,2
2020,"Personality Disorders",1,3,48
2020,"Personality Disorders",1,5,106
2020,"Personality Disorders",1,6,9
2020,"Personality Disorders",2,1,40
2020,"Personality Disorders",2,2,20
2020,"Personality Disorders",2,3,379
2020,"Personality Disorders",2,4,3
2020,"Personality Disorders",2,5,1201
2020,"Personality Disorders",2,6,219
2020,"Personality Disorders",3,1,116
2020,"Personality Disorders",3,2,18
2020,"Personality Disorders",3,3,1603
2020,"Personality Disorders",3,4,12
2020,"Personality Disorders",3,5,2938
2020,"Personality Disorders",3,6,464
2020,"Personality Disorders",4,1,255
2020,"Personality Disorders",4,2,94
2020,"Personality Disorders",4,3,2202
2020,"Personality Disorders",4,4,20
2020,"Personality Disorders",4,5,9759
2020,"Personality Disorders",4,6,828
2020,"Personality Disorders",5,1,89
2020,"Personality Disorders",5,2,75
2020,"Personality Disorders",5,3,847
2020,"Personality Disorders",5,4,11
2020,"Personality Disorders",5,5,5490
2020,"Personality Disorders",5,6,487
2020,"Schizophrenia or other Psychotic Disorders",1,1,26
2020,"Schizophrenia or other Psychotic Disorders",1,2,32
2020,"Schizophrenia or other Psychotic Disorders",1,3,2065
2020,"Schizophrenia or other Psychotic Disorders",1,4,1
2020,"Schizophrenia or other Psychotic Disorders",1,5,1758
2020,"Schizophrenia or other Psychotic Disorders",1,6,321
2020,"Schizophrenia or other Psychotic Disorders",2,1,415
2020,"Schizophrenia or other Psychotic Disorders",2,2,793
2020,"Schizophrenia or other Psychotic Disorders",2,3,11152
2020,"Schizophrenia or other Psychotic Disorders",2,4,78
2020,"Schizophrenia or other Psychotic Disorders",2,5,15688
2020,"Schizophrenia or other Psychotic Disorders",2,6,3271
2020,"Schizophrenia or other Psychotic Disorders",3,1,1108
2020,"Schizophrenia or other Psychotic Disorders",3,2,951
2020,"Schizophrenia or other Psychotic Disorders",3,3,37672
2020,"Schizophrenia or other Psychotic Disorders",3,4,158
2020,"Schizophrenia or other Psychotic Disorders",3,5,35343
2020,"Schizophrenia or other Psychotic Disorders",3,6,6196
2020,"Schizophrenia or other Psychotic Disorders",4,1,2106
2020,"Schizophrenia or other Psychotic Disorders",4,2,2484
2020,"Schizophrenia or other Psychotic Disorders",4,3,66347
2020,"Schizophrenia or other Psychotic Disorders",4,4,481
2020,"Schizophrenia or other Psychotic Disorders",4,5,95004
2020,"Schizophrenia or other Psychotic Disorders",4,6,12729
2020,"Schizophrenia or other Psychotic Disorders",5,1,823
2020,"Schizophrenia or other Psychotic Disorders",5,2,1991
2020,"Schizophrenia or other Psychotic Disorders",5,3,22550
2020,"Schizophrenia or other Psychotic Disorders",5,4,205
2020,"Schizophrenia or other Psychotic Disorders",5,5,41828
2020,"Schizophrenia or other Psychotic Disorders",5,6,5551
2020,"Alcohol/Substance Use Disorders",1,1,1
2020,"Alcohol/Substance Use Disorders",1,3,26
2020,"Alcohol/Substance Use Disorders",1,5,35
2020,"Alcohol/Substance Use Disorders",1,6,5
2020,"Alcohol/Substance Use Disorders",2,1,440
2020,"Alcohol/Substance Use Disorders",2,2,50
2020,"Alcohol/Substance Use Disorders",2,3,816
2020,"Alcohol/Substance Use Disorders",2,4,8
2020,"Alcohol/Substance Use Disorders",2,5,4285
2020,"Alcohol/Substance Use Disorders",2,6,542
2020,"Alcohol/Substance Use Disorders",3,1,408
2020,"Alcohol/Substance Use Disorders",3,2,71
2020,"Alcohol/Substance Use Disorders",3,3,4108
2020,"Alcohol/Substance Use Disorders",3,4,27
2020,"Alcohol/Substance Use Disorders",3,5,11179
2020,"Alcohol/Substance Use Disorders",3,6,1208
2020,"Alcohol/Substance Use Disorders",4,1,679
2020,"Alcohol/Substance Use Disorders",4,2,158
2020,"Alcohol/Substance Use Disorders",4,3,7134
2020,"Alcohol/Substance Use Disorders",4,4,66
2020,"Alcohol/Substance Use Disorders",4,5,26737
2020,"Alcohol/Substance Use Disorders",4,6,2659
2020,"Alcohol/Substance Use Disorders",5,1,251
2020,"Alcohol/Substance Use Disorders",5,2,107
2020,"Alcohol/Substance Use Disorders",5,3,2470
2020,"Alcohol/Substance Use Disorders",5,4,26
2020,"Alcohol/Substance Use Disorders",5,5,12694
2020,"Alcohol/Substance Use Disorders",5,6,1082
2020,"Other Disorder/Condition",1,1,38
2020,"Other Disorder/Condition",1,2,98
2020,"Other Disorder/Condition",1,3,2387
2020,"Other Disorder/Condition",1,4,3
2020,"Other Disorder/Condition",1,5,8782
2020,"Other Disorder/Condition",1,6,1258
2020,"Other Disorder/Condition",2,1,2598
2020,"Other Disorder/Condition",2,2,900
2020,"Other Disorder/Condition",2,3,13400
2020,"Other Disorder/Condition",2,4,125
2020,"Other Disorder/Condition",2,5,50817
2020,"Other Disorder/Condition",2,6,8599
2020,"Other Disorder/Condition",3,1,879
2020,"Other Disorder/Condition",3,2,392
2020,"Other Disorder/Condition",3,3,8992
2020,"Other Disorder/Condition",3,4,62
2020,"Other Disorder/Condition",3,5,23960
2020,"Other Disorder/Condition",3,6,3877
2020,"Other Disorder/Condition",4,1,1041
2020,"Other Disorder/Condition",4,2,746
2020,"Other Disorder/Condition",4,3,13878
2020,"Other Disorder/Condition",4,4,107
2020,"Other Disorder/Condition",4,5,48342
2020,"Other Disorder/Condition",4,6,5377
2020,"Other Disorder/Condition",5,1,426
2020,"Other Disorder/Condition",5,2,379
2020,"Other Disorder/Condition",5,3,4411
2020,"Other Disorder/Condition",5,4,53
2020,"Other Disorder/Condition",5,5,19618
2020,"Other Disorder/Condition",5,6,2309
2021,"Missing",1,1,4
2021,"Missing",1,2,23
2021,"Missing",1,3,322
2021,"Missing",1,5,777
2021,"Missing",1,6,174
2021,"Missing",2,1,707
2021,"Missing",2,2,1349
2021,"Missing",2,3,12143
2021,"Missing",2,4,79
